,Id,URL,Price,Specs,Availability
31,1613015,https://housinganywhere.com/room/1613015/de/Berlin/emser-stra-e,€1600/Month (Bills included),Apartment•1 bedroom•50 m²,From 1 Feb 2023
32,1890317,https://housinganywhere.com/room/1890317/de/Berlin/klara-franke-stra-e,€1090/Month (Bills included),Private room•15 m²•3 housemates,From 4 Feb 2023
33,1884423,https://housinganywhere.com/room/1884423/de/Berlin/klara-franke-stra-e,€1090/Month (Bills included),Private room•20 m²•3 housemates,From 4 Mar 2023
34,1644458,https://housinganywhere.com/room/1644458/de/Berlin/prenzlauer-allee,€1890/Month (Bills included),Apartment•1 bedroom•60 m²,From 26 Apr 2023
35,1871566,https://housinganywhere.com/room/1871566/de/Berlin/harzer-stra-e,€1890/Month (Bills included),Apartment•2 Bedrooms •50 m²,From 5 May 2023
36,1798633,https://housinganywhere.com/room/1798633/de/Berlin/wildenbruchstra-e,€1890/Month (Bills included),Apartment•1 bedroom•39 m²,From 5 Jun 2023
37,1900289,https://housinganywhere.com/room/1900289/de/Berlin/treseburger-ufer,€700/Month (Bills included),Private room•9 m²•2 housemates,From 26 Dec 2022
38,1645159,https://housinganywhere.com/room/1645159/de/Berlin/treseburger-ufer,€700/Month (Bills included),Private room•9 m²•2 housemates,From 1 Feb 2023
39,1874089,https://housinganywhere.com/room/1874089/de/Berlin/nollendorfplatz,€1900/Month (Bills included),Studio•25 m²•Space for 2 people,From 5 Feb 2023
40,1645092,https://housinganywhere.com/room/1645092/de/Berlin/jessnerstra-e,€1900/Month (Bills included),Apartment•1 bedroom•55 m²,From 1 Mar 2023
41,1688317,https://housinganywhere.com/room/1688317/de/Berlin/rochstra-e,€1580/Month (Bills excluded),Apartment•1 bedroom•50 m²,From 16 Apr 2023
42,1684380,https://housinganywhere.com/room/1684380/de/Berlin/rossinistra-e,€1690/Month (Bills included),Apartment•2 Bedrooms •60 m²,From 5 May 2023
43,1895215,https://housinganywhere.com/room/1895215/de/Berlin/leibnizstra-e,€1300/Month (Bills included),Private room•21 m²•2 housemates,From 18 Dec 2022
44,1879741,https://housinganywhere.com/room/1879741/de/Berlin/leibnizstra-e,€1150/Month (Bills included),Private room•35 m²•1 housemate,From 18 Dec 2022
45,1709537,https://housinganywhere.com/room/1709537/de/Berlin/buchholzer-stra-e,€2490/Month (Bills included),Apartment•1 bedroom•41 m²,From 18 Dec 2022
46,1875404,https://housinganywhere.com/room/1875404/de/Berlin/klara-franke-stra-e,€1100/Month (Bills included),Private room•17 m²•3 housemates,From 4 Jan 2023
47,1695396,https://housinganywhere.com/room/1695396/de/Berlin/schivelbeiner-stra-e,€1100/Month (Bills included),Private room•23 m²•1 housemate,From 1 Feb 2023
48,1890877,https://housinganywhere.com/room/1890877/de/Berlin/klara-franke-stra-e,€1100/Month (Bills included),Private room•17 m²•3 housemates,From 4 Feb 2023
49,1873489,https://housinganywhere.com/room/1873489/de/Berlin/klara-franke-stra-e,€1100/Month (Bills included),Private room•18 m²•3 housemates,From 4 Feb 2023
50,1892516,https://housinganywhere.com/room/1892516/de/Berlin/einbecker-stra-e,€990/Month (Bills included),Private room•10 m²•3 housemates,From 19 Feb 2023
51,1562018,https://housinganywhere.com/room/1562018/de/Berlin/leibnizstra-e,€850/Month (Bills included),Private room•12 m²•2 housemates,From 1 Mar 2023
52,1655988,https://housinganywhere.com/room/1655988/de/Berlin/pettenkoferstra-e,€1530/Month (Bills included),Apartment•1 bedroom•35 m²,From 1 Jun 2023
53,1891237,https://housinganywhere.com/room/1891237/de/Berlin/yorckstra-e,€1780/Month (Some bills included),Apartment•1 bedroom•45 m²,From 15 Jun 2023
54,1731404,https://housinganywhere.com/room/1731404/de/Berlin/bayernallee,€1450/Month (Bills included),Studio•40 m²•Space for 2 people,From 31 Mar 2023
55,1167645,https://housinganywhere.com/room/1167645/de/Berlin/eisenbahnstra-e,€1350/Month (Bills included),Apartment•1 bedroom•35 m²,From 1 Apr 2023
56,1713595,https://housinganywhere.com/room/1713595/de/Berlin/urbanstra-e,€1347/Month (Bills included),Studio•31 m²•Space for 1 person,From 1 Jun 2023
57,1410767,https://housinganywhere.com/room/1410767/de/Berlin/kreuzbergstra-e,€1550/Month (Bills included),Studio•57 m²•Space for 2 people,From 18 Dec 2022
58,1888082,https://housinganywhere.com/room/1888082/de/Berlin/dunckerstra-e,€1650/Month (Bills included),Apartment•1 bedroom•42 m²,From 1 Feb 2023
59,1494294,https://housinganywhere.com/room/1494294/de/Berlin/sch-nflie-er-stra-e,€1660/Month (Bills included),Apartment•1 bedroom•58 m²,From 1 Feb 2023
60,1862720,https://housinganywhere.com/room/1862720/de/Berlin/borussiastra-e,€1480/Month (Bills included),Studio•40 m²•Space for 2 people,From 1 Apr 2023
61,1633306,https://housinganywhere.com/room/1633306/de/Berlin/stra-mannstra-e,€1550/Month (Bills included),Studio•44 m²•Space for 2 people,From 1 Jun 2023
62,1725107,https://housinganywhere.com/room/1725107/de/Berlin/helmholtzstra-e,€1550/Month (Bills included),Studio•39 m²•Space for 1 person,From 15 Jun 2023
63,1699279,https://housinganywhere.com/room/1699279/de/Berlin/gr-nberger-stra-e,€1950/Month (Bills included),Apartment•1 bedroom•40 m²,From 18 Dec 2022
64,1660548,https://housinganywhere.com/room/1660548/de/Berlin/brunnenstra-e,€2200/Month (Bills included),Apartment•1 bedroom•60 m²,From 18 Dec 2022
65,1646089,https://housinganywhere.com/room/1646089/de/Berlin/erich-thilo-stra-e,€1980/Month (Bills included),Apartment•1 bedroom•34 m²,From 18 Dec 2022
66,1680874,https://housinganywhere.com/room/1680874/de/Berlin/oranienburger-stra-e,€2200/Month (Bills included),Apartment•1 bedroom•55 m²,From 2 Jan 2023
67,1890774,https://housinganywhere.com/room/1890774/de/Berlin/klara-franke-stra-e,€1115/Month (Bills included),Private room•9 m²•1 housemate,From 4 Jan 2023
68,1891401,https://housinganywhere.com/room/1891401/de/Berlin/klara-franke-stra-e,€1115/Month (Bills included),Private room•14 m²•1 housemate,From 19 Jan 2023
69,1891400,https://housinganywhere.com/room/1891400/de/Berlin/klara-franke-stra-e,€1115/Month (Bills included),Private room•9 m²•1 housemate,From 4 Feb 2023
70,1890326,https://housinganywhere.com/room/1890326/de/Berlin/klara-franke-stra-e,€1115/Month (Bills included),Private room•14 m²•1 housemate,From 4 Mar 2023
71,1751887,https://housinganywhere.com/room/1751887/de/Berlin/thaerstra-e,€1510/Month (Bills included),Studio•39.5 m²•Space for 1 person,From 1 Apr 2023
72,1893281,https://housinganywhere.com/room/1893281/de/Berlin/prenzlauer-allee,€1700/Month (Bills included),Apartment•1 bedroom•42 m²,From 18 Dec 2022
73,1885158,https://housinganywhere.com/room/1885158/de/Berlin/hermannstra-e,€1000/Month (Bills included),Private room•9 m²•2 housemates,From 16 Jan 2023
74,1885156,https://housinganywhere.com/room/1885156/de/Berlin/hermannstra-e,€1000/Month (Bills included),Private room•10 m²•2 housemates,From 16 Jan 2023
75,1885155,https://housinganywhere.com/room/1885155/de/Berlin/hermannstra-e,€1000/Month (Bills included),Private room•9 m²•2 housemates,From 16 Jan 2023
76,1885153,https://housinganywhere.com/room/1885153/de/Berlin/hermannstra-e,€1000/Month (Bills included),Private room•10 m²•2 housemates,From 16 Jan 2023
77,1895613,https://housinganywhere.com/room/1895613/de/Berlin/amsterdamer-stra-e,€1015/Month (Bills included),Private room•15 m²•1 housemate,From 19 Jan 2023
78,1878780,https://housinganywhere.com/room/1878780/de/Berlin/amsterdamer-stra-e,€1015/Month (Bills included),Private room•15 m²•1 housemate,From 19 Jan 2023
79,1872708,https://housinganywhere.com/room/1872708/de/Berlin/uhlandstra-e,€1000/Month (Bills included),Private room•24 m²•4 housemates,From 1 Feb 2023
80,1645177,https://housinganywhere.com/room/1645177/de/Berlin/charlottenstra-e,€730/Month (Bills included),Private room•9 m²•2 housemates,From 1 Feb 2023
81,1892533,https://housinganywhere.com/room/1892533/de/Berlin/s-ltstra-e,€1015/Month (Bills included),Private room•16 m²•2 housemates,From 4 Feb 2023
82,1891216,https://housinganywhere.com/room/1891216/de/Berlin/gubener-stra-e,€1125/Month (Bills included),Private room•15 m²•1 housemate,From 4 Feb 2023
83,1851620,https://housinganywhere.com/room/1851620/de/Berlin/prenzlauer-allee,€1995/Month (Bills included),Apartment•1 bedroom•65 m²,From 1 Apr 2023
84,1765285,https://housinganywhere.com/room/1765285/de/Berlin/fichtestra-e,€1390/Month (Bills included),Studio•42 m²•Space for 2 people,From 6 Apr 2023
85,1682917,https://housinganywhere.com/room/1682917/de/Berlin/mohrenstra-e,€750/Month (Bills included),Private room•8 m²•2 housemates,From 1 Feb 2023
86,1305568,https://housinganywhere.com/room/1305568/de/Berlin/mittenwalder-stra-e,€1400/Month (Bills included),Apartment•1 bedroom•45 m²,From 1 Mar 2023
87,1850098,https://housinganywhere.com/room/1850098/de/Berlin/sebastianstra-e,€2230/Month (Bills included),Apartment•1 bedroom•70 m²,From 1 Apr 2023
88,1756903,https://housinganywhere.com/room/1756903/de/Berlin/buchholzer-stra-e,€1400/Month (Bills included),Studio•22 m²•Space for 2 people,From 1 Apr 2023
89,1235149,https://housinganywhere.com/room/1235149/de/Berlin/mittenwalder-stra-e,€1400/Month (Bills included),Apartment•1 bedroom•45 m²,From 1 May 2023
90,1632368,https://housinganywhere.com/room/1632368/de/Berlin/korkedamm,€2000/Month (Bills included),Apartment•1 bedroom•75 m²,From 5 Jun 2023
91,1887476,https://housinganywhere.com/room/1887476/de/Berlin/machonstra-e,€1500/Month (Bills included),Apartment•2 Bedrooms •86 m²,From 18 Dec 2022
92,1890650,https://housinganywhere.com/room/1890650/de/Berlin/heinz-galinski-stra-e,€1025/Month (Bills included),Private room•13 m²•3 housemates,From 4 Jan 2023
93,1892227,https://housinganywhere.com/room/1892227/de/Berlin/am-k-llnischen-park,€2237/Month (Some bills included),Apartment•1 bedroom•58 m²,From 1 Feb 2023
94,1877169,https://housinganywhere.com/room/1877169/de/Berlin/klara-franke-stra-e,€1140/Month (Bills included),Private room•11 m²•3 housemates,From 4 Jan 2023
95,1689391,https://housinganywhere.com/room/1689391/de/Berlin/kottbusser-damm,€840/Month (Bills included),Private room•12 m²•2 housemates,From 1 Feb 2023
96,1900225,https://housinganywhere.com/room/1900225/de/Berlin/klara-franke-stra-e,€1140/Month (Bills included),Private room•15 m²•3 housemates,From 4 Feb 2023
